Rank,Year,Position,Name,Age,Games,Plate_Appearances,At_Bats,Runs,Hits,Doubles,Triples,Home_Runs,Runs_Batted_In,Stolen_Bases,Caught_Stealing,Base_On_Balls,Strikeouts,Batting_Average,On_Base_Percentage,Slugging_Percentage,On_Base_Plus_Slugging_Percentage,On_Base_Plus_Slugging_Percentage_Plus,Total_Bases,Double_Plays_Grounded_Into,Times_Hit_By_Pitch,Sacrifice_Hits,Sacrifice_Flies,Intentional_Bases_on_Balls,Dominant_Hand,Switch_Hitter
4,2017,SS,Brandon Crawford,30,144,570,518,58,131,34,1,14,77,3,5,42,113,0.253,0.305,0.403,0.709,85,209,18,1,0,9,3,Left,No
5,2017,3B,Eduardo Núñez,30,76,318,302,37,93,21,0,4,31,18,5,12,29,0.308,0.334,0.417,0.752,97,126,8,1,1,2,0,Right,No
6,2017,LF,Jarrett Parker,28,51,177,166,14,41,12,2,4,23,2,1,10,54,0.247,0.294,0.416,0.709,85,69,2,1,0,0,2,Left,No
7,2017,CF,Denard Span,33,129,542,497,73,135,31,5,12,43,12,7,40,69,0.272,0.329,0.427,0.756,98,212,11,3,1,1,0,Left,No
8,2017,RF,Hunter Pence,34,134,539,493,55,128,13,5,13,67,2,3,40,102,0.26,0.315,0.385,0.701,84,190,8,2,0,4,1,Right,No
9,2017,OF,Gorkys Hernández,29,128,348,310,40,79,20,1,0,22,12,4,31,73,0.255,0.327,0.326,0.652,74,101,6,3,2,2,3,Right,No
10,2017,C,Nick Hundley,33,101,303,287,27,70,23,0,9,35,0,0,12,81,0.244,0.272,0.418,0.691,79,120,6,0,2,2,2,Right,No
11,2017,IF,Kelby Tomlinson,27,104,222,194,32,50,4,2,1,11,9,1,23,46,0.258,0.332,0.314,0.646,73,61,8,0,2,3,2,Right,No
12,2017,3B,Pablo Sandoval,30,47,171,160,17,36,9,0,5,20,0,0,8,29,0.225,0.263,0.375,0.638,66,60,7,1,0,2,0,Right,Yes
13,2017,1B,Ryder Jones,23,53,164,150,12,26,5,2,2,5,1,0,10,52,0.173,0.244,0.273,0.517,37,41,3,4,0,0,3,Left,No
14,2017,3B,Christian Arroyo,22,34,135,125,9,24,5,0,3,14,1,2,8,32,0.192,0.244,0.304,0.548,44,38,4,1,0,1,1,Right,No
15,2017,LF,Austin Slater,24,34,127,117,15,33,3,1,3,16,0,0,8,29,0.282,0.339,0.402,0.74,95,47,3,2,0,0,0,Right,No
16,2017,3B,Conor Gillaspie,29,44,87,80,8,13,4,0,2,8,0,0,5,10,0.163,0.218,0.288,0.506,32,23,3,1,0,1,0,Left,No
17,2017,UT,Aaron Hill,35,34,80,68,7,9,2,1,1,7,0,0,11,13,0.132,0.25,0.235,0.485,30,16,2,0,0,1,0,Right,No
18,2017,OF,Mac Williamson,26,28,73,68,8,16,2,0,3,6,1,1,5,25,0.235,0.288,0.397,0.685,79,27,2,0,0,0,1,Right,No
19,2017,OF,Justin Ruggiano,35,19,63,60,2,13,1,0,2,4,1,1,1,17,0.217,0.238,0.333,0.571,49,20,0,1,0,1,0,Right,No
20,2017,CI,Jae-gyun Hwang,29,18,57,52,2,8,1,0,1,5,0,0,5,15,0.154,0.228,0.231,0.459,22,12,1,0,0,0,0,Right,No
21,2017,UT,Orlando Calixte,25,29,55,49,5,7,1,0,0,6,1,0,3,16,0.143,0.185,0.163,0.348,-6,8,1,0,1,2,0,Right,No
22,2017,RF,Carlos Moncrief,28,28,43,38,4,8,1,0,0,5,0,0,3,15,0.211,0.256,0.237,0.493,32,9,0,0,0,2,0,Left,No
23,2017,LF,Chris Marrero,28,15,41,38,2,5,0,0,1,5,0,0,2,9,0.132,0.171,0.211,0.381,0,8,4,0,0,1,0,Right,No
24,2017,UT,Mike Morse,35,24,40,36,1,7,1,0,1,3,0,0,3,14,0.194,0.25,0.306,0.556,46,11,1,0,0,1,0,Right,No
25,2017,2B,Miguel Gómez,24,22,34,33,3,8,2,0,0,2,0,0,0,6,0.242,0.235,0.303,0.538,41,10,1,0,0,1,0,Right,Yes
26,2017,CF,Drew Stubbs,32,10,24,22,0,2,0,0,0,0,0,0,2,9,0.091,0.167,0.091,0.258,-29,2,0,0,0,0,0,Right,No
27,2017,UT,Tim Federowicz,29,13,14,13,3,3,0,0,2,3,0,0,1,4,0.231,0.286,0.692,0.978,146,9,1,0,0,0,0,Right,No
1,2016,C,Buster Posey,29,146,614,539,82,155,33,2,14,80,6,1,64,68,0.288,0.362,0.434,0.796,115,234,18,3,0,8,7,Right,No
2,2016,1B,Brandon Belt,28,156,655,542,77,149,41,8,17,82,0,4,104,148,0.275,0.394,0.474,0.868,135,257,7,5,0,4,4,Left,No
3,2016,2B,Joe Panik,25,127,526,464,67,111,21,7,10,62,5,0,50,47,0.239,0.315,0.379,0.695,88,176,14,4,3,5,5,Left,No
4,2016,SS,Brandon Crawford,29,155,623,553,67,152,28,11,12,84,7,0,57,115,0.275,0.342,0.43,0.772,108,238,13,4,0,9,10,Left,No
5,2016,3B,Matt Duffy,25,70,286,257,32,65,11,2,4,21,8,4,20,40,0.253,0.313,0.358,0.671,82,92,9,4,2,3,0,Right,No
6,2016,LF,Ángel Pagán,34,129,543,495,71,137,24,5,12,55,15,4,42,66,0.277,0.331,0.418,0.75,102,207,11,0,0,3,1,Right,Yes
7,2016,CF,Denard Span,32,143,637,572,70,152,23,5,11,53,12,7,53,79,0.266,0.331,0.381,0.712,93,218,8,4,6,2,2,Left,No
8,2016,RF,Hunter Pence,33,106,442,395,58,114,23,1,13,57,1,1,43,95,0.289,0.357,0.451,0.808,118,178,10,1,0,3,1,Right,No
9,2016,OF,Grégor Blanco,32,106,274,241,28,54,10,4,1,18,6,3,29,51,0.224,0.309,0.311,0.62,70,75,5,1,1,1,4,Left,No
10,2016,3B,Conor Gillaspie,28,101,205,191,24,50,8,4,6,25,1,2,12,28,0.262,0.307,0.44,0.747,100,84,3,1,0,1,3,Left,No
11,2016,3B,Eduardo Núñez,29,50,199,182,24,49,9,3,4,20,13,4,14,30,0.269,0.327,0.418,0.744,101,76,2,2,0,1,3,Right,No
12,2016,C,Trevor Brown,24,75,184,173,17,41,7,0,5,19,0,1,10,39,0.237,0.283,0.364,0.647,74,63,2,1,0,0,0,Right,No
13,2016,OF,Jarrett Parker,27,63,151,127,22,30,3,1,5,14,0,1,19,44,0.236,0.358,0.394,0.751,104,50,3,5,0,0,1,Left,No
14,2016,OF,Mac Williamson,25,54,127,112,14,25,3,0,6,15,0,1,13,35,0.223,0.315,0.411,0.726,95,46,4,2,0,0,0,Right,No
15,2016,2B,Kelby Tomlinson,26,52,120,106,13,31,4,0,0,6,5,1,12,18,0.292,0.37,0.33,0.7,93,35,1,1,1,0,1,Right,No
16,2016,IF,Ramiro Pena,30,30,91,87,9,26,6,1,1,10,0,0,2,16,0.299,0.33,0.425,0.755,103,37,0,2,0,0,1,Right,Yes
17,2016,IF,Ehire Adrianza,26,40,71,63,3,16,2,0,2,7,0,1,2,13,0.254,0.299,0.381,0.679,83,24,0,2,4,0,0,Right,Yes
18,2016,OF,Gorkys Hernández,28,26,57,54,7,14,5,0,2,4,0,1,3,11,0.259,0.298,0.463,0.761,103,25,0,0,0,0,0,Right,No
19,2016,2B,Grant Green,28,18,50,46,7,12,2,0,1,7,0,0,3,8,0.261,0.3,0.37,0.67,81,17,3,0,0,1,0,Right,No
20,2016,3B,Rubén Tejada,26,13,38,32,3,5,3,0,0,2,0,0,5,5,0.156,0.27,0.25,0.52,43,8,0,0,1,0,0,Right,No
21,2016,3B,Gordon Beckham,29,3,6,5,0,0,0,0,0,1,0,0,0,2,0,0,0,0,-100,0,0,0,0,1,0,Right,No
1,2015,C,Buster Posey,28,150,623,557,74,177,28,0,19,95,2,0,56,52,0.318,0.379,0.47,0.849,133,262,17,3,0,7,10,Right,No
2,2015,1B,Brandon Belt,27,137,556,492,73,138,33,5,18,68,9,3,56,147,0.28,0.356,0.478,0.834,127,235,3,4,0,4,2,Left,No
3,2015,2B,Joe Panik,24,100,432,382,59,119,27,2,8,37,3,2,38,42,0.312,0.378,0.455,0.833,129,174,7,5,3,4,0,Left,No
4,2015,SS,Brandon Crawford,28,143,561,507,65,130,33,4,21,84,6,4,39,119,0.256,0.321,0.462,0.782,113,234,18,11,0,4,9,Left,No
5,2015,3B,Matt Duffy,24,149,612,573,77,169,28,6,12,77,12,0,30,96,0.295,0.334,0.428,0.762,108,245,22,5,2,2,0,Right,No
6,2015,LF,Nori Aoki,33,93,392,355,42,102,12,3,5,26,14,5,30,25,0.287,0.353,0.38,0.733,103,135,8,6,1,0,0,Left,No
7,2015,CF,Ángel Pagán,33,133,551,512,55,134,21,3,3,37,12,4,32,93,0.262,0.303,0.332,0.635,75,170,12,1,0,6,0,Right,Yes
8,2015,RF,Hunter Pence,32,52,223,207,30,57,13,1,9,40,4,1,16,48,0.275,0.327,0.478,0.806,119,99,8,0,0,0,0,Right,No
9,2015,OF,Grégor Blanco,31,115,372,327,59,95,19,3,5,26,13,5,40,59,0.291,0.368,0.413,0.781,115,135,3,2,0,3,7,Left,No
10,2015,RF,Justin Maxwell,31,100,274,249,26,52,8,2,7,26,2,1,20,76,0.209,0.275,0.341,0.616,69,85,4,3,1,1,1,Right,No
11,2015,2B,Kelby Tomlinson,25,54,193,178,23,54,6,3,2,20,5,4,14,40,0.303,0.358,0.404,0.762,110,72,3,1,0,0,0,Right,No
12,2015,RF,Marlon Byrd,37,39,156,147,12,40,12,2,4,31,0,0,6,44,0.272,0.301,0.463,0.764,107,68,4,1,0,2,1,Right,No
13,2015,C,Andrew Susac,25,52,148,133,14,29,7,2,3,14,0,0,14,43,0.218,0.297,0.368,0.666,82,49,2,1,0,0,0,Right,No
14,2015,3B,Casey McGehee,32,49,138,127,7,27,5,0,2,11,0,1,11,28,0.213,0.275,0.299,0.575,59,38,15,0,0,0,0,Right,No
15,2015,MI,Ehire Adrianza,25,52,134,113,11,21,7,1,0,11,3,2,15,20,0.186,0.303,0.265,0.569,59,30,2,4,2,0,0,Right,Yes
16,2015,LF,Alejandro De Aza,31,24,75,61,12,16,4,1,0,3,2,2,12,14,0.262,0.387,0.361,0.747,108,22,3,1,0,1,0,Left,No
17,2015,IF,Joaquín Arias,30,40,59,58,5,12,1,0,1,4,1,0,0,12,0.207,0.207,0.276,0.483,32,16,1,0,1,0,0,Right,No
18,2015,C,Héctor Sánchez,25,28,59,56,5,10,4,0,1,5,0,0,2,14,0.179,0.207,0.304,0.51,39,17,1,0,1,0,0,Right,Yes
19,2015,OF,Jarrett Parker,26,21,54,49,11,17,2,0,6,14,1,1,5,21,0.347,0.407,0.755,1.163,211,37,1,0,0,0,0,Left,No
20,2015,C,Trevor Brown,23,13,43,39,1,9,3,0,0,5,1,1,3,8,0.231,0.279,0.308,0.587,62,12,0,0,0,1,0,Right,No
21,2015,OF,Juan Perez,28,22,40,39,5,11,3,0,0,2,1,0,1,6,0.282,0.3,0.359,0.659,81,14,1,0,0,0,0,Right,No
22,2015,OF,Mac Williamson,24,10,34,32,2,7,0,1,0,1,0,0,0,8,0.219,0.235,0.281,0.517,42,9,1,1,0,1,0,Right,No
23,2015,IF,Nick Noonan,26,14,24,22,2,2,1,0,1,3,0,0,2,8,0.091,0.167,0.273,0.439,18,6,1,0,0,0,0,Left,No
24,2015,C,Jackson Williams,29,7,14,10,1,2,1,0,0,1,1,0,4,1,0.2,0.429,0.3,0.729,106,3,0,0,0,0,0,Right,No
25,2015,OF,Ryan Lollis,28,5,13,12,0,2,0,0,0,0,1,0,1,1,0.167,0.231,0.167,0.397,12,2,0,0,0,0,0,Left,No
26,2015,1B,Kevin Frandsen,33,7,13,11,1,2,0,0,0,0,0,0,1,3,0.182,0.25,0.182,0.432,22,2,2,0,1,0,0,Right,No
27,2015,LF,Travis Ishikawa,31,6,6,5,1,0,0,0,0,0,0,0,1,3,0,0.167,0,0.167,-48,0,0,0,0,0,0,Left,No
1,2014,C,Buster Posey,27,147,605,547,72,170,28,2,22,89,0,1,47,69,0.311,0.364,0.49,0.854,143,268,16,3,0,8,5,Right,No
2,2014,1B,Brandon Belt,26,61,235,214,30,52,8,0,12,27,3,1,18,64,0.243,0.306,0.449,0.755,114,96,4,2,0,1,2,Left,No
3,2014,2B,Joe Panik,23,73,287,269,31,82,10,2,1,18,0,0,16,33,0.305,0.343,0.368,0.711,105,99,4,0,1,1,0,Left,No
4,2014,SS,Brandon Crawford,27,153,564,491,54,121,20,10,10,69,5,3,59,129,0.246,0.324,0.389,0.713,104,191,4,2,2,10,10,Left,No
5,2014,3B,Pablo Sandoval,27,157,638,588,68,164,26,3,16,73,0,0,39,85,0.279,0.324,0.415,0.739,111,244,16,4,0,7,6,Right,Yes
6,2014,LF,Mike Morse,32,131,482,438,48,122,32,3,16,61,0,0,31,121,0.279,0.336,0.475,0.811,130,208,19,9,0,4,0,Right,No
7,2014,CF,Ángel Pagán,32,96,413,383,56,115,21,2,3,27,16,6,25,53,0.3,0.342,0.389,0.731,110,149,5,1,1,3,1,Right,Yes
8,2014,RF,Hunter Pence,31,162,708,650,106,180,29,10,20,74,13,6,52,130,0.277,0.332,0.445,0.777,121,289,13,3,0,3,3,Right,No
9,2014,OF,Grégor Blanco,30,146,444,393,51,102,18,6,5,38,16,5,41,77,0.26,0.333,0.374,0.707,103,147,4,3,6,1,1,Left,No
10,2014,2B,Brandon Hicks,28,71,242,204,27,33,6,1,8,22,0,1,32,77,0.162,0.28,0.319,0.599,72,65,5,2,3,1,3,Right,No
11,2014,IF,Joaquín Arias,29,107,204,193,18,49,9,0,0,15,1,0,8,23,0.254,0.281,0.301,0.581,67,58,1,0,1,2,2,Right,No
12,2014,C,Héctor Sánchez,24,66,177,163,8,32,8,0,3,28,0,1,8,55,0.196,0.237,0.301,0.538,53,49,2,2,0,4,1,Right,Yes
13,2014,LF,Tyler Colvin,28,57,149,139,16,31,10,3,2,18,1,0,8,45,0.223,0.268,0.381,0.65,84,53,3,1,0,1,0,Left,No
14,2014,OF,Juan Perez,27,61,109,100,13,17,7,0,1,3,0,1,5,25,0.17,0.224,0.27,0.494,41,27,3,2,2,0,0,Right,No
15,2014,2B,Ehire Adrianza,24,53,106,97,10,23,6,0,0,5,1,1,5,22,0.237,0.279,0.299,0.578,66,29,2,1,2,1,1,Right,Yes
16,2014,C,Andrew Susac,24,35,95,88,13,24,8,0,3,19,0,0,7,28,0.273,0.326,0.466,0.792,125,41,0,0,0,0,0,Right,No
17,2014,1B,Travis Ishikawa,30,47,81,73,7,20,3,0,2,15,0,0,6,23,0.274,0.333,0.397,0.731,109,29,1,1,0,1,1,Left,No
18,2014,1B,Adam Duvall,25,28,77,73,8,14,2,0,3,5,0,0,3,20,0.192,0.234,0.342,0.576,63,25,0,1,0,0,0,Right,No
19,2014,IF,Matt Duffy,23,34,64,60,5,16,2,0,0,8,0,1,1,14,0.267,0.302,0.3,0.602,74,18,1,2,1,0,0,Right,No
20,2014,UT,Chris Dominguez,27,8,18,17,1,1,0,0,1,2,0,0,1,4,0.059,0.111,0.235,0.346,-4,4,2,0,0,0,1,Right,No
21,2014,2B,Marco Scutaro,38,5,13,11,1,1,0,0,0,0,0,0,1,3,0.091,0.167,0.091,0.258,-23,1,1,0,1,0,0,Right,No
22,2014,2B,Dan Uggla,34,4,12,11,1,0,0,0,0,0,0,0,1,6,0,0.083,0,0.083,-73,0,0,0,0,0,0,Right,No
23,2014,CF,Gary Brown,25,7,7,7,1,3,0,0,0,1,0,0,0,0,0.429,0.429,0.429,0.857,148,3,0,0,0,0,0,Right,No
24,2014,IF,Tony Abreu,29,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,1,0,0,0,0,Right,Yes
25,2014,C,Guillermo Quiroz,32,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,Right,No
1,2013,C,Buster Posey,26,148,595,520,61,153,34,1,15,72,2,1,60,70,0.294,0.371,0.45,0.821,134,234,15,8,0,7,8,Right,No
2,2013,1B,Brandon Belt,25,150,571,509,76,147,39,4,17,67,5,2,52,125,0.289,0.36,0.481,0.841,139,245,4,6,1,3,4,Left,No
3,2013,2B,Marco Scutaro,37,127,547,488,57,145,23,3,2,31,2,0,45,34,0.297,0.357,0.369,0.726,109,180,13,2,9,3,0,Right,No
4,2013,SS,Brandon Crawford,26,149,550,499,52,124,24,3,9,43,1,2,42,96,0.248,0.311,0.363,0.674,93,181,10,5,1,3,6,Left,No
5,2013,3B,Pablo Sandoval,26,141,584,525,52,146,27,2,14,79,0,0,47,79,0.278,0.341,0.417,0.758,116,219,19,6,0,6,5,Right,Yes
6,2013,LF,Grégor Blanco,29,141,511,452,50,120,17,6,3,41,14,9,52,95,0.265,0.341,0.35,0.69,99,158,10,1,3,3,4,Left,No
7,2013,CF,Ángel Pagán,31,71,305,280,44,79,16,3,5,30,9,4,23,36,0.282,0.334,0.414,0.749,113,116,1,0,0,2,0,Right,Yes
8,2013,RF,Hunter Pence,30,162,687,629,91,178,35,5,27,99,22,3,52,115,0.283,0.339,0.483,0.822,133,304,17,3,0,3,3,Right,No
9,2013,OF,Andres Torres,35,103,300,272,33,68,17,1,2,21,4,3,22,61,0.25,0.302,0.342,0.644,84,93,7,0,2,4,1,Right,Yes
10,2013,IF,Joaquín Arias,28,102,236,225,17,61,9,2,1,19,1,0,4,33,0.271,0.284,0.342,0.627,79,77,4,1,4,2,1,Right,No
11,2013,2B,Tony Abreu,28,53,147,138,21,37,12,3,2,14,0,2,6,33,0.268,0.301,0.442,0.743,110,61,5,1,1,1,1,Right,Yes
12,2013,C,Héctor Sánchez,23,63,140,129,8,32,4,0,3,19,0,0,7,29,0.248,0.3,0.349,0.649,86,45,1,3,0,1,0,Right,Yes
13,2013,IF,Nick Noonan,24,62,111,105,12,23,2,0,0,5,0,0,6,24,0.219,0.261,0.238,0.499,45,25,1,0,0,0,3,Left,No
14,2013,OF,Juan Perez,26,34,97,89,8,23,5,0,1,8,2,0,6,21,0.258,0.302,0.348,0.65,86,31,3,0,1,1,0,Right,No
15,2013,C,Guillermo Quiroz,31,43,95,86,5,16,7,0,1,6,0,0,5,21,0.186,0.237,0.302,0.539,53,26,4,1,2,1,1,Right,No
16,2013,LF,Roger Kieschnick,26,38,95,84,6,17,0,1,0,5,0,0,11,29,0.202,0.295,0.226,0.521,52,19,3,0,0,0,2,Left,No
17,2013,UT,Brett Pill,28,48,92,85,11,19,4,0,3,12,0,0,5,17,0.224,0.272,0.376,0.648,84,32,5,1,0,1,0,Right,No
18,2013,LF,Jeff Francoeur,29,22,63,62,1,12,2,0,0,4,1,0,1,12,0.194,0.206,0.226,0.432,24,14,2,0,0,0,0,Right,No
19,2013,LF,Kensuke Tanaka,32,15,34,30,4,8,0,0,0,2,2,0,4,3,0.267,0.353,0.267,0.62,81,8,0,0,0,0,0,Left,No
20,2013,OF,Francisco Peguero,25,18,30,29,4,6,1,0,1,1,2,0,1,2,0.207,0.233,0.345,0.578,63,10,2,0,0,0,0,Right,No
21,2013,SS,Ehire Adrianza,23,9,20,18,3,4,1,0,1,3,0,0,1,5,0.222,0.263,0.444,0.708,98,8,1,0,1,0,0,Right,Yes
22,2013,LF,Cole Gillespie,29,3,10,9,0,0,0,0,0,0,0,0,1,0,0,0.1,0,0.1,-68,0,0,0,0,0,1,Right,No
23,2013,DH,Johnny Monell,27,8,9,8,2,1,0,0,0,1,0,0,0,3,0.125,0.222,0.125,0.347,3,1,0,1,0,0,0,Left,No
1,2012,C,Buster Posey,25,148,610,530,78,178,39,1,24,103,1,1,69,96,0.336,0.408,0.549,0.957,171,291,19,2,0,9,7,Right,No
2,2012,1B,Brandon Belt,24,145,472,411,47,113,27,6,7,56,12,2,54,106,0.275,0.36,0.421,0.781,123,173,2,3,0,4,5,Left,No
3,2012,2B,Ryan Theriot,32,104,384,352,45,95,16,1,0,28,13,5,24,47,0.27,0.316,0.321,0.637,83,113,12,1,4,3,1,Right,No
4,2012,SS,Brandon Crawford,25,143,476,435,44,108,26,3,4,45,1,4,33,95,0.248,0.304,0.349,0.653,86,152,4,3,2,3,6,Left,No
5,2012,3B,Pablo Sandoval,25,108,442,396,59,112,25,2,12,63,1,1,38,59,0.283,0.342,0.447,0.789,123,177,13,1,0,7,4,Right,Yes
6,2012,LF,Melky Cabrera,27,113,501,459,84,159,25,10,11,60,13,5,36,63,0.346,0.39,0.516,0.906,157,237,8,0,1,5,4,Right,Yes
7,2012,CF,Ángel Pagán,30,154,659,605,95,174,38,15,8,56,29,7,48,97,0.288,0.338,0.44,0.778,120,266,6,0,2,4,5,Right,Yes
8,2012,RF,Hunter Pence,29,59,248,219,28,48,11,2,7,45,1,0,19,60,0.219,0.287,0.384,0.671,90,84,1,4,1,5,1,Right,No
9,2012,OF,Grégor Blanco,28,141,453,393,56,96,14,5,5,34,26,6,51,104,0.244,0.333,0.344,0.676,94,135,0,2,5,2,2,Left,No
10,2012,IF,Joaquín Arias,27,112,344,319,30,86,13,5,5,34,5,1,13,44,0.27,0.304,0.389,0.693,97,124,12,5,2,5,4,Right,No
11,2012,2B,Marco Scutaro,36,61,268,243,40,88,16,1,3,44,2,1,13,14,0.362,0.385,0.473,0.859,144,115,7,0,6,6,0,Right,No
12,2012,C,Héctor Sánchez,22,74,227,218,22,61,15,0,3,34,0,0,5,52,0.28,0.295,0.39,0.685,94,85,8,1,0,3,0,Right,Yes
13,2012,RF,Nate Schierholtz,28,77,196,175,15,44,4,5,5,16,3,2,18,36,0.251,0.321,0.417,0.739,109,73,1,1,0,2,2,Left,No
14,2012,2B,Emmanuel Burriss,27,60,150,136,15,29,1,0,0,7,5,3,10,25,0.213,0.27,0.221,0.491,43,30,6,1,2,1,1,Right,Yes
15,2012,1B,Brett Pill,27,48,114,105,10,22,3,0,4,11,1,0,6,19,0.21,0.265,0.352,0.618,75,37,5,2,1,0,1,Right,No
16,2012,UT,Aubrey Huff,35,52,95,78,7,15,4,0,1,7,0,0,16,12,0.192,0.326,0.282,0.608,77,22,3,0,0,1,1,Left,No
17,2012,OF,Justin Christian,32,34,61,56,6,7,1,0,0,2,2,1,5,3,0.125,0.197,0.143,0.34,0,8,0,0,0,0,0,Right,No
18,2012,LF,Xavier Nady,33,19,57,50,6,12,3,1,1,7,0,0,6,13,0.24,0.333,0.4,0.733,109,20,5,1,0,0,0,Right,No
19,2012,2B,Charlie Culberson,23,6,23,22,0,3,0,0,0,1,0,0,0,7,0.136,0.136,0.136,0.273,-22,3,0,0,1,0,0,Right,No
20,2012,3B,Conor Gillaspie,24,6,20,20,2,3,1,0,0,2,0,0,0,2,0.15,0.15,0.2,0.35,-1,4,0,0,0,0,0,Left,No
21,2012,OF,Francisco Peguero,24,17,16,16,6,3,0,0,0,0,3,0,0,7,0.188,0.188,0.188,0.375,8,3,0,0,0,0,0,Right,No
22,2012,C,Eli Whiteside,32,12,14,11,3,1,1,0,0,2,0,0,1,4,0.091,0.214,0.182,0.396,15,2,0,1,0,1,0,Right,No
1,2011,C,Eli Whiteside,31,82,236,213,14,42,8,2,4,17,2,1,18,59,0.197,0.264,0.31,0.574,63,66,8,2,1,2,3,Right,No
2,2011,1B,Aubrey Huff,34,150,579,521,45,128,27,1,12,59,5,3,47,90,0.246,0.306,0.37,0.676,92,193,11,2,0,9,6,Left,No
3,2011,2B,Freddy Sanchez,33,60,261,239,21,69,15,1,3,24,0,1,13,35,0.289,0.332,0.397,0.73,107,95,2,3,5,1,3,Right,No
4,2011,SS,Brandon Crawford,24,66,220,196,22,40,5,2,3,21,1,3,23,31,0.204,0.288,0.296,0.584,67,58,4,0,1,0,1,Left,No
5,2011,3B,Pablo Sandoval,24,117,466,426,55,134,26,3,23,70,2,4,32,63,0.315,0.357,0.552,0.909,155,235,12,0,1,7,9,Right,Yes
6,2011,LF,Cody Ross,30,121,461,405,54,97,25,0,14,52,5,2,49,96,0.24,0.325,0.405,0.73,107,164,10,4,0,3,4,Right,No
7,2011,CF,Andres Torres,33,112,398,348,50,77,24,1,4,19,19,6,42,95,0.221,0.312,0.33,0.643,84,115,3,4,4,0,0,Right,Yes
8,2011,RF,Nate Schierholtz,27,115,362,335,42,93,22,1,9,41,7,4,21,61,0.278,0.326,0.43,0.756,114,144,5,4,0,2,3,Left,No
9,2011,OF,Aaron Rowand,33,108,351,331,34,77,22,2,4,21,2,3,10,84,0.233,0.274,0.347,0.621,76,115,6,9,0,1,1,Right,No
10,2011,IF,Miguel Tejada,37,91,343,322,28,77,16,0,4,26,4,4,12,35,0.239,0.27,0.326,0.596,69,105,10,3,2,4,5,Right,No
11,2011,MI,Mike Fontenot,31,85,252,220,22,50,15,3,4,21,5,1,25,48,0.227,0.304,0.377,0.681,93,83,3,1,2,4,3,Left,No
12,2011,2B,Jeff Keppinger,31,56,230,216,17,55,11,0,2,15,0,0,8,17,0.255,0.285,0.333,0.618,76,72,6,2,2,2,0,Right,No
13,2011,LF,Pat Burrell,34,92,219,183,17,42,9,1,7,21,0,0,33,67,0.23,0.352,0.404,0.756,115,74,2,2,0,1,0,Right,No
14,2011,UT,Brandon Belt,23,63,209,187,21,42,6,1,9,18,3,2,20,57,0.225,0.306,0.412,0.718,103,77,3,2,0,0,1,Left,No
15,2011,C,Buster Posey,24,45,185,162,17,46,5,0,4,21,3,0,18,30,0.284,0.368,0.389,0.756,117,63,4,4,0,1,3,Right,No
16,2011,C,Chris Stewart,29,67,183,162,20,33,8,0,3,10,0,0,16,18,0.204,0.283,0.309,0.592,69,50,2,2,3,0,4,Right,No
17,2011,RF,Carlos Beltrán,34,44,179,167,17,54,9,4,7,18,1,2,11,27,0.323,0.369,0.551,0.92,159,92,9,1,0,0,1,Right,Yes
18,2011,2B,Emmanuel Burriss,26,59,152,137,14,28,1,0,0,4,11,3,6,17,0.204,0.253,0.212,0.465,35,29,2,3,6,0,0,Right,Yes
19,2011,SS,Orlando Cabrera,36,39,133,126,4,28,3,0,1,13,2,2,4,17,0.222,0.241,0.27,0.51,46,34,2,0,0,3,0,Right,No
20,2011,CI,Mark DeRosa,36,47,97,86,9,24,2,0,0,12,1,1,8,18,0.279,0.351,0.302,0.653,89,26,4,2,0,1,0,Right,No
21,2011,1B,Brett Pill,26,15,53,50,7,15,3,2,2,9,0,1,2,8,0.3,0.321,0.56,0.881,146,28,2,0,0,1,0,Right,No
22,2011,OF,Justin Christian,31,18,51,47,6,12,5,0,0,4,3,2,2,8,0.255,0.286,0.362,0.647,84,17,0,0,2,0,0,Right,No
23,2011,UT,Bill Hall,31,16,41,38,6,6,2,0,0,1,2,1,3,8,0.158,0.22,0.211,0.43,24,8,2,0,0,0,0,Right,No
24,2011,C,Héctor Sánchez,21,13,34,31,0,8,2,0,0,1,0,0,3,6,0.258,0.324,0.323,0.646,85,10,1,0,0,0,0,Right,Yes
25,2011,3B,Conor Gillaspie,23,15,21,19,2,5,0,0,1,2,0,0,2,1,0.263,0.333,0.421,0.754,114,8,0,0,0,0,0,Left,No
26,2011,CF,Darren Ford,25,26,16,14,7,4,0,0,0,0,7,5,1,5,0.286,0.375,0.286,0.661,92,4,0,1,0,0,0,Right,No
27,2011,,Ryan Rohlinger,27,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0,Right,No
1,2010,C,Buster Posey,23,108,443,406,58,124,23,2,18,67,0,2,30,55,0.305,0.357,0.505,0.862,133,205,12,4,0,3,5,Right,No
2,2010,1B,Aubrey Huff,33,157,668,569,100,165,35,5,26,86,7,0,83,91,0.29,0.385,0.506,0.891,142,288,17,9,0,7,5,Left,No
3,2010,2B,Freddy Sanchez,32,111,479,431,55,126,22,1,7,47,3,1,32,68,0.292,0.342,0.397,0.739,102,171,9,3,8,5,1,Right,No
